Address,Country ,State,City,New customer records
"HotSprings, AR",US,AR,HotSprings,4
"MasonCity, IA",US,IA,MasonCity,4
"Erie, PA",US,PA,Erie,4
"Roselle, IL",US,IL,Roselle,4
"Edmonton, AB",CA,AB,Edmonton,4
"Beacon, NY",US,NY,Beacon,4
"Edison, NJ",US,NJ,Edison,4
"TempleCity, CA",US,CA,TempleCity,4
"Corinth, TX",US,TX,Corinth,4
"Lakewood, OH",US,OH,Lakewood,4
"Salisbury, MD",US,MD,Salisbury,4
"Meriden, CT",US,CT,Meriden,4
"GrandBlanc, MI",US,MI,GrandBlanc,4
"ParkCity, UT",US,UT,ParkCity,4
"Chester, VA",US,VA,Chester,4
"Hamilton, OH",US,OH,Hamilton,4
"Provo, UT",US,UT,Provo,4
"Indio, CA",US,CA,Indio,4
"Towson, MD",US,MD,Towson,4
"Franklin, MA",US,MA,Franklin,4
"Wellington, FL",US,FL,Wellington,4
"Galt, CA",US,CA,Galt,4
"Wailuku, HI",US,HI,Wailuku,4
"Appleton, WI",US,WI,Appleton,4
"Redding, CT",US,CT,Redding,4
"Milton, MA",US,MA,Milton,4
"SouthBend, IN",US,IN,SouthBend,4
"Elkridge, MD",US,MD,Elkridge,4
"Caldwell, NJ",US,NJ,Caldwell,4
"Argyle, TX",US,TX,Argyle,4
"NewCity, NY",US,NY,NewCity,4
"Cibolo, TX",US,TX,Cibolo,4
"Poulsbo, WA",US,WA,Poulsbo,4
"Milwaukie, OR",US,OR,Milwaukie,4
"Alamogordo, NM",US,NM,Alamogordo,4
"Cupertino, CA",US,CA,Cupertino,4
"SanLorenzo, CA",US,CA,SanLorenzo,4
"Billings, MT",US,MT,Billings,4
"Skokie, IL",US,IL,Skokie,4
"PlayaVista, CA",US,CA,PlayaVista,4
"Marysville, WA",US,WA,Marysville,4
"Tifton, GA",US,GA,Tifton,4
"Elgin, SC",US,SC,Elgin,4
"Summit, NJ",US,NJ,Summit,4
"Manvel, TX",US,TX,Manvel,4
"Middleton, WI",US,WI,Middleton,4
"Redding, CA",US,CA,Redding,4
"Gibsonia, PA",US,PA,Gibsonia,4
"Bensalem, PA",US,PA,Bensalem,4
"SaintCloud, MN",US,MN,SaintCloud,4
"Chappaqua, NY",US,NY,Chappaqua,4
"Willis, TX",US,TX,Willis,4
"Cheyenne, WY",US,WY,Cheyenne,4
"Millcreek, UT",US,UT,Millcreek,4
"WestSeneca, NY",US,NY,WestSeneca,4
"Wexford, PA",US,PA,Wexford,4
"Chatham, NJ",US,NJ,Chatham,4
"Ossining, NY",US,NY,Ossining,4
"Golden, CO",US,CO,Golden,4
"NewMilford, NJ",US,NJ,NewMilford,4
"Sykesville, MD",US,MD,Sykesville,4
"DrexelHill, PA",US,PA,DrexelHill,4
"Loveland, OH",US,OH,Loveland,4
"EastMeadow, NY",US,NY,EastMeadow,4
"Waxahachie, TX",US,TX,Waxahachie,4
"Valrico, FL",US,FL,Valrico,4
"BayVillage, OH",US,OH,BayVillage,4
"Nantucket, MA",US,MA,Nantucket,4
"Crozet, VA",US,VA,Crozet,4
"TakomaPark, MD",US,MD,TakomaPark,4
"Gambrills, MD",US,MD,Gambrills,4
"OakHarbor, WA",US,WA,OakHarbor,4
"Wayzata, MN",US,MN,Wayzata,4
"GreatNeck, NY",US,NY,GreatNeck,4
"Winthrop, MA",US,MA,Winthrop,4
"DeSoto, TX",US,TX,DeSoto,4
"Zachary, LA",US,LA,Zachary,4
"Laurelton, NY",US,NY,Laurelton,4
"VillaPark, IL",US,IL,VillaPark,4
"UpperDarby, PA",US,PA,UpperDarby,4
"DesPlaines, IL",US,IL,DesPlaines,4
"Ridgeland, MS",US,MS,Ridgeland,4
"Ruskin, FL",US,FL,Ruskin,4
"SouthSalem, NY",US,NY,SouthSalem,4
"LaJolla, CA",US,CA,LaJolla,4
"Norwood, MA",US,MA,Norwood,4
"Clayton, CA",US,CA,Clayton,4
"Jackson, WY",US,WY,Jackson,4
"Lihue, HI",US,HI,Lihue,4
"Cerritos, CA",US,CA,Cerritos,4
"Lewiston, ME",US,ME,Lewiston,4
"Reading, PA",US,PA,Reading,4
"Bedford, NH",US,NH,Bedford,4
"Wauwatosa, WI",US,WI,Wauwatosa,4
"Westlake, OH",US,OH,Westlake,4
"Temple, TX",US,TX,Temple,4
"Flushing, NY",US,NY,Flushing,4
"Milford, CT",US,CT,Milford,4
"Decatur, AL",US,AL,Decatur,4
"DiamondBar, CA",US,CA,DiamondBar,4
"Valparaiso, IN",US,IN,Valparaiso,4
"Covington, WA",US,WA,Covington,4
"Irvington, NY",US,NY,Irvington,4
"Loganville, GA",US,GA,Loganville,4
"Dallas, GA",US,GA,Dallas,4
"Prosper, TX",US,TX,Prosper,4
"Sahuarita, AZ",US,AZ,Sahuarita,4
"SealBeach, CA",US,CA,SealBeach,4
"EastHaven, CT",US,CT,EastHaven,4
"Venice, CA",US,CA,Venice,4
"Brambleton, VA",US,VA,Brambleton,4
"Enterprise, AL",US,AL,Enterprise,4
"Brooklyn, AL",US,AL,Brooklyn,4
"Rosharon, TX",US,TX,Rosharon,4
"Ogden, UT",US,UT,Ogden,4
"Valdosta, GA",US,GA,Valdosta,4
"Cresskill, NJ",US,NJ,Cresskill,4
"Chelsea, MA",US,MA,Chelsea,4
"Rutland, VT",US,VT,Rutland,4
"Atascadero, CA",US,CA,Atascadero,4
"Munster, IN",US,IN,Munster,4
"GroveCity, OH",US,OH,GroveCity,4
"Concord, NH",US,NH,Concord,4
"Cleveland, TN",US,TN,Cleveland,4
"Rockford, MI",US,MI,Rockford,4
"Glendora, CA",US,CA,Glendora,4
"RockHill, SC",US,SC,RockHill,4
"Media, PA",US,PA,Media,4
"Hinesville, GA",US,GA,Hinesville,4
"Madison, NJ",US,NJ,Madison,4
"BalaCynwyd, PA",US,PA,BalaCynwyd,4
"Longwood, FL",US,FL,Longwood,4
"PalmHarbor, FL",US,FL,PalmHarbor,4
"Champaign, IL",US,IL,Champaign,4
"Davidson, NC",US,NC,Davidson,4
"Belmont, CA",US,CA,Belmont,4
"Powell, OH",US,OH,Powell,4
"Solvang, CA",US,CA,Solvang,4
"Doylestown, PA",US,PA,Doylestown,4
"RollingHillsEstates, CA",US,CA,RollingHillsEstates,3
"ManassasPark, VA",US,VA,ManassasPark,3
"Scarborough, ME",US,ME,Scarborough,3
"ScottsValley, CA",US,CA,ScottsValley,3
"SouthSaltLake, UT",US,UT,SouthSaltLake,3
"GrossePointePark, MI",US,MI,GrossePointePark,3
"CollegeGrove, TN",US,TN,CollegeGrove,3
"Bridgewater, NJ",US,NJ,Bridgewater,3
"AltamonteSprings, FL",US,FL,AltamonteSprings,3
"ApacheJunction, AZ",US,AZ,ApacheJunction,3
"PowderSprings, GA",US,GA,PowderSprings,3
"LincolnPark, NJ",US,NJ,LincolnPark,3
"WestMelbourne, FL",US,FL,WestMelbourne,3
"NorthKingstown, RI",US,RI,NorthKingstown,3
"RowlandHeights, CA",US,CA,RowlandHeights,3
"Painesville, OH",US,OH,Painesville,3
"PalisadesPark, NJ",US,NJ,PalisadesPark,3
"Ponchatoula, LA",US,LA,Ponchatoula,3
"WestRoxbury, MA",US,MA,WestRoxbury,3
"SouthOzonePark, NY",US,NY,SouthOzonePark,3
"Beavercreek, OH",US,OH,Beavercreek,3
"AmericanCanyon, CA",US,CA,AmericanCanyon,3
"NorthLauderdale, FL",US,FL,NorthLauderdale,3
"GreenwoodVillage, CO",US,CO,GreenwoodVillage,3
"Reisterstown, MD",US,MD,Reisterstown,3
"Springfield, OH",US,OH,Springfield,3
"CoeurdAlene, ID",US,ID,CoeurdAlene,3
"FloydsKnobs, IN",US,IN,FloydsKnobs,3
"Springfield, MA",US,MA,Springfield,3
"TintonFalls, NJ",US,NJ,TintonFalls,3
"Westminster, CO",US,CO,Westminster,3
"PalmSprings, CA",US,CA,PalmSprings,3
"Londonderry, NH",US,NH,Londonderry,3
"CathedralCity, CA",US,CA,CathedralCity,3
"SunCityCenter, FL",US,FL,SunCityCenter,3
"EastLongmeadow, MA",US,MA,EastLongmeadow,3
"Williamsville, NY",US,NY,Williamsville,3
"JamaicaPlain, MA",US,MA,JamaicaPlain,3
"HorizonCity, TX",US,TX,HorizonCity,3
"TwentyninePalms, CA",US,CA,TwentyninePalms,3
"YellowSprings, OH",US,OH,YellowSprings,3
"Bensenville, IL",US,IL,Bensenville,3
"Rutherfordton, NC",US,NC,Rutherfordton,3
"SunnyIslesBeach, FL",US,FL,SunnyIslesBeach,3
"LoxahatcheeGroves, FL",US,FL,LoxahatcheeGroves,3
"ArmyPostOffice, AP",US,AP,ArmyPostOffice,3
"Conshohocken, PA",US,PA,Conshohocken,3
"CanyonCountry, CA",US,CA,CanyonCountry,3
"Jacksonville, TX",US,TX,Jacksonville,3
"BonitaSprings, FL",US,FL,BonitaSprings,3
"WebsterGroves, MO",US,MO,WebsterGroves,3
"NorthCaldwell, NJ",US,NJ,NorthCaldwell,3
"WarnerRobins, GA",US,GA,WarnerRobins,3
"Newburyport, MA",US,MA,Newburyport,3
"PacificGrove, CA",US,CA,PacificGrove,3
"BroadviewHeights, OH",US,OH,BroadviewHeights,3
"EastProvidence, RI",US,RI,EastProvidence,3
"ValleyCenter, CA",US,CA,ValleyCenter,3
"FernandinaBeach, FL",US,FL,FernandinaBeach,3
"ElmwoodPark, IL",US,IL,ElmwoodPark,3
"Prairieville, LA",US,LA,Prairieville,3
"ForestGrove, OR",US,OR,ForestGrove,3
"MontereyPark, CA",US,CA,MontereyPark,3
"BaldwinPark, CA",US,CA,BaldwinPark,3
"Hackettstown, NJ",US,NJ,Hackettstown,3
"Lovettsville, VA",US,VA,Lovettsville,3
"TempleHills, MD",US,MD,TempleHills,3
"NewHydePark, NY",US,NY,NewHydePark,3
"RohnertPark, CA",US,CA,RohnertPark,3
"KennettSquare, PA",US,PA,KennettSquare,3
"AtlanticCity, NJ",US,NJ,AtlanticCity,3
"Centreville, VA",US,VA,Centreville,3
"Chesterfield, MI",US,MI,Chesterfield,3
"WestColumbia, SC",US,SC,WestColumbia,3
"NormandyPark, WA",US,WA,NormandyPark,3
"PeachtreeCorners, GA",US,GA,PeachtreeCorners,3
"CenterValley, PA",US,PA,CenterValley,3
"DenhamSprings, LA",US,LA,DenhamSprings,3
"SantaFeSprings, CA",US,CA,SantaFeSprings,3
"UpperArlington, OH",US,OH,UpperArlington,3
"CameronPark, CA",US,CA,CameronPark,3
"HermosaBeach, CA",US,CA,HermosaBeach,3
"FountainHills, AZ",US,AZ,FountainHills,3
"WesternSprings, IL",US,IL,WesternSprings,3
"Loudonville, NY",US,NY,Loudonville,3
"RoanokeRapids, NC",US,NC,RoanokeRapids,3
"HanoverPark, IL",US,IL,HanoverPark,3
"SiloamSprings, AR",US,AR,SiloamSprings,3
"HavredeGrace, MD",US,MD,HavredeGrace,3
"AllisonPark, PA",US,PA,AllisonPark,3
"SaintJoseph, MO",US,MO,SaintJoseph,3
"FarmersBranch, TX",US,TX,FarmersBranch,3
"LaGrangePark, IL",US,IL,LaGrangePark,3
"NorthAttleboro, MA",US,MA,NorthAttleboro,3
"HaddonHeights, NJ",US,NJ,HaddonHeights,3
"MiamiShores, FL",US,FL,MiamiShores,3
"Brownsville, TX",US,TX,Brownsville,3
"CoronadelMar, CA",US,CA,CoronadelMar,3
"BeverlyHills, MI",US,MI,BeverlyHills,3
"NorthBayVillage, FL",US,FL,NorthBayVillage,3
"BerkeleyHeights, NJ",US,NJ,BerkeleyHeights,3
"HighlandPark, NJ",US,NJ,HighlandPark,3
"SpringfieldGardens, NY",US,NY,SpringfieldGardens,3
"Worthington, OH",US,OH,Worthington,3
"ParadiseValley, AZ",US,AZ,ParadiseValley,3
"RichmondHill, GA",US,GA,RichmondHill,3
"FoothillRanch, CA",US,CA,FoothillRanch,3
"Springfield, PA",US,PA,Springfield,3
"PortWentworth, GA",US,GA,PortWentworth,3
"MapleValley, WA",US,WA,MapleValley,3
"WestSpringfield, MA",US,MA,WestSpringfield,3
"HuntingtonPark, CA",US,CA,HuntingtonPark,3
"Lehi, UT",US,UT,Lehi,3
"Saratoga, CA",US,CA,Saratoga,3
"Frederick, CO",US,CO,Frederick,3
"GlenRidge, NJ",US,NJ,GlenRidge,3
"AvonLake, OH",US,OH,AvonLake,3
"Essex, CT",US,CT,Essex,3
"Downey, CA",US,CA,Downey,3
"SunCity, AZ",US,AZ,SunCity,3
"Canonsburg, PA",US,PA,Canonsburg,3
"Reseda, CA",US,CA,Reseda,3
"Burlington, KY",US,KY,Burlington,3
"Cranford, NJ",US,NJ,Cranford,3
"BuddLake, NJ",US,NJ,BuddLake,3
"Milton, FL",US,FL,Milton,3
"Mystic, CT",US,CT,Mystic,3
"Pasco, WA",US,WA,Pasco,3
"Evans, GA",US,GA,Evans,3
"Birmingham, MI",US,MI,Birmingham,3
"Compton, CA",US,CA,Compton,3
"Marshall, MN",US,MN,Marshall,3
"Exeter, RI",US,RI,Exeter,3
"Southfield, MI",US,MI,Southfield,3
"Bellaire, TX",US,TX,Bellaire,3
"Cookeville, TN",US,TN,Cookeville,3
"Oakville, ON",CA,ON,Oakville,3
"Westerly, RI",US,RI,Westerly,3
"Hastings, MN",US,MN,Hastings,3
"Windsor, CT",US,CT,Windsor,3
"LaVerne, CA",US,CA,LaVerne,3
"Sheboygan, WI",US,WI,Sheboygan,3
"Kihei, HI",US,HI,Kihei,3
"Ladson, SC",US,SC,Ladson,3
"Salinas, CA",US,CA,Salinas,3
"Burlington, VT",US,VT,Burlington,3
"Falmouth, ME",US,ME,Falmouth,3
"Nipomo, CA",US,CA,Nipomo,3
"SanAngelo, TX",US,TX,SanAngelo,3
"Perkasie, PA",US,PA,Perkasie,3
"Chanhassen, MN",US,MN,Chanhassen,3
"Hermitage, TN",US,TN,Hermitage,3
"Lombard, IL",US,IL,Lombard,3
"Yucaipa, CA",US,CA,Yucaipa,3
"Lowell, MA",US,MA,Lowell,3
"Millis, MA",US,MA,Millis,3
"Placentia, CA",US,CA,Placentia,3
"Beaver, PA",US,PA,Beaver,3
"Riverside, RI",US,RI,Riverside,3
"Niceville, FL",US,FL,Niceville,3
"Mahtomedi, MN",US,MN,Mahtomedi,3
"Southbury, CT",US,CT,Southbury,3
"Englewood, NJ",US,NJ,Englewood,3
"Aliquippa, PA",US,PA,Aliquippa,3
"WestPoint, NY",US,NY,WestPoint,3
"Jonesboro, AR",US,AR,Jonesboro,3
"FortLee, NJ",US,NJ,FortLee,3
"Lebanon, OH",US,OH,Lebanon,3
"Danbury, CT",US,CT,Danbury,3
"Grafton, MA",US,MA,Grafton,3
"Lyman, SC",US,SC,Lyman,3
"Warren, RI",US,RI,Warren,3
"Suffolk, VA",US,VA,Suffolk,3
"Truckee, CA",US,CA,Truckee,3
"Rutherford, NJ",US,NJ,Rutherford,3
"Kenmore, WA",US,WA,Kenmore,3
"Rosenberg, TX",US,TX,Rosenberg,3
"HomerGlen, IL",US,IL,HomerGlen,3
"Maplewood, MN",US,MN,Maplewood,3
"Manchester, MD",US,MD,Manchester,3
"TrophyClub, TX",US,TX,TrophyClub,3
"DadeCity, FL",US,FL,DadeCity,3
"Gretna, LA",US,LA,Gretna,3
"SagHarbor, NY",US,NY,SagHarbor,3
"Madison, IN",US,IN,Madison,3
"FederalWay, WA",US,WA,FederalWay,3
"Gloucester, MA",US,MA,Gloucester,3
"SanMarino, CA",US,CA,SanMarino,3
"Hopewell, NJ",US,NJ,Hopewell,3
"Manchester, NH",US,NH,Manchester,3
"Garfield, NJ",US,NJ,Garfield,3
"Heath, TX",US,TX,Heath,3
"Kuna, ID",US,ID,Kuna,3
"Lockport, IL",US,IL,Lockport,3
"Berthoud, CO",US,CO,Berthoud,3
"Higganum, CT",US,CT,Higganum,3
"Sutton, MA",US,MA,Sutton,3
"Reading, MA",US,MA,Reading,3
"Buda, TX",US,TX,Buda,3
"Tualatin, OR",US,OR,Tualatin,3
"Monroe, NJ",US,NJ,Monroe,3
"SanMarcos, TX",US,TX,SanMarcos,3
"Wrentham, MA",US,MA,Wrentham,3
"Lafayette, CO",US,CO,Lafayette,3
"Beltsville, MD",US,MD,Beltsville,3
"Mundelein, IL",US,IL,Mundelein,3
"Santee, CA",US,CA,Santee,3
"Dunwoody, GA",US,GA,Dunwoody,3
"Kyle, TX",US,TX,Kyle,3
"Sherwood, OR",US,OR,Sherwood,3
"Lorena, TX",US,TX,Lorena,3
"Keene, NH",US,NH,Keene,3
"RioVista, CA",US,CA,RioVista,3
"Weehawken, NJ",US,NJ,Weehawken,3
"Brockton, MA",US,MA,Brockton,3
"Ridgefield, NJ",US,NJ,Ridgefield,3
"OxonHill, MD",US,MD,OxonHill,3
"Middleburg, VA",US,VA,Middleburg,3
"Bristol, RI",US,RI,Bristol,3
"Rexburg, ID",US,ID,Rexburg,3
"Eureka, MT",US,MT,Eureka,3
"SouthLyon, MI",US,MI,SouthLyon,3
"Lompoc, CA",US,CA,Lompoc,3
"Warwick, NY",US,NY,Warwick,3
"Ogdensburg, NY",US,NY,Ogdensburg,3
"Syosset, NY",US,NY,Syosset,3
"Leonard, MI",US,MI,Leonard,3
"Hanover, PA",US,PA,Hanover,3
"Portsmouth, NH",US,NH,Portsmouth,3
"Benicia, CA",US,CA,Benicia,3
"Vernon, CT",US,CT,Vernon,3
"Bayside, NY",US,NY,Bayside,3
"Miamisburg, OH",US,OH,Miamisburg,3
"Elizabeth, CO",US,CO,Elizabeth,3
"Smyrna, TN",US,TN,Smyrna,3
"Brandon, FL",US,FL,Brandon,3
"Canton, OH",US,OH,Canton,3
"Newington, CT",US,CT,Newington,3
"Auburndale, FL",US,FL,Auburndale,3
"Statesboro, GA",US,GA,Statesboro,3
"Fairhope, AL",US,AL,Fairhope,3
"Northbrook, IL",US,IL,Northbrook,3
"Lansdowne, PA",US,PA,Lansdowne,3
"PearlRiver, NY",US,NY,PearlRiver,3
"Marina, CA",US,CA,Marina,3
"Macomb, MI",US,MI,Macomb,3
"Troy, NY",US,NY,Troy,3
"Villanova, PA",US,PA,Villanova,3
"Oswego, IL",US,IL,Oswego,3
"HobeSound, FL",US,FL,HobeSound,3
"Mamaroneck, NY",US,NY,Mamaroneck,3
"Longview, TX",US,TX,Longview,3
"Galloway, OH",US,OH,Galloway,3
"RedOak, TX",US,TX,RedOak,3
"Castaic, CA",US,CA,Castaic,3
"Hatboro, PA",US,PA,Hatboro,3
"Cary, IL",US,IL,Cary,3
"Waconia, MN",US,MN,Waconia,3
"Winnipeg, MB",CA,MB,Winnipeg,3
"LakeElmo, MN",US,MN,LakeElmo,3
"Oakley, CA",US,CA,Oakley,3
"Richland, WA",US,WA,Richland,3
"WestJordan, UT",US,UT,WestJordan,3
"KeyWest, FL",US,FL,KeyWest,3
"PostFalls, ID",US,ID,PostFalls,3
"Westmont, IL",US,IL,Westmont,3
"Mason, MI",US,MI,Mason,3
"Clifton, VA",US,VA,Clifton,3
"Seabrook, TX",US,TX,Seabrook,3
"Helena, AL",US,AL,Helena,3
"WestFargo, ND",US,ND,WestFargo,3
"Belleville, NJ",US,NJ,Belleville,3
"Dumont, NJ",US,NJ,Dumont,3
"Wildwood, MO",US,MO,Wildwood,3
"Medway, MA",US,MA,Medway,3
"Durango, CO",US,CO,Durango,3
"Mequon, WI",US,WI,Mequon,3
"Moorhead, MN",US,MN,Moorhead,3
"Sausalito, CA",US,CA,Sausalito,3
"PalmCoast, FL",US,FL,PalmCoast,3
"Queensbury, NY",US,NY,Queensbury,3
"Chelan, WA",US,WA,Chelan,3
"Randolph, MA",US,MA,Randolph,3
"Arnold, MD",US,MD,Arnold,3
"Dyer, IN",US,IN,Dyer,3
"NewAlbany, OH",US,OH,NewAlbany,3
"Hickory, NC",US,NC,Hickory,3
"Rochester, MI",US,MI,Rochester,3
"Warminster, PA",US,PA,Warminster,3
"ElMonte, CA",US,CA,ElMonte,3
"RoyseCity, TX",US,TX,RoyseCity,3
"Azusa, CA",US,CA,Azusa,3
"NewBerlin, WI",US,WI,NewBerlin,3
"Boyds, MD",US,MD,Boyds,3
"Forney, TX",US,TX,Forney,3
"Cheshire, CT",US,CT,Cheshire,3
"FairHaven, NJ",US,NJ,FairHaven,3
"CreveCoeur, MO",US,MO,CreveCoeur,3
"Burleson, TX",US,TX,Burleson,3
"Cumberland, RI",US,RI,Cumberland,3
"DesMoines, WA",US,WA,DesMoines,3
"Gilroy, CA",US,CA,Gilroy,3
"Laredo, TX",US,TX,Laredo,3
"Fishkill, NY",US,NY,Fishkill,3
"Harrison, NY",US,NY,Harrison,3
"Secaucus, NJ",US,NJ,Secaucus,3
"LakeBluff, IL",US,IL,LakeBluff,3
"Urbandale, IA",US,IA,Urbandale,3
"Maricopa, AZ",US,AZ,Maricopa,3
"Monroe, WA",US,WA,Monroe,3
"Monroe, LA",US,LA,Monroe,3
"Nyack, NY",US,NY,Nyack,3
"Wentzville, MO",US,MO,Wentzville,3
"Greenwood, MO",US,MO,Greenwood,3
"Lexington, NC",US,NC,Lexington,3
"Guelph, ON",CA,ON,Guelph,3
"Redford, MI",US,MI,Redford,3
"LaGrange, KY",US,KY,LaGrange,3
"Burien, WA",US,WA,Burien,3
"Livingston, NJ",US,NJ,Livingston,3
"Harlingen, TX",US,TX,Harlingen,3
"Hollister, CA",US,CA,Hollister,3
"LaCrosse, WI",US,WI,LaCrosse,3
"Abilene, TX",US,TX,Abilene,3
"Sherborn, MA",US,MA,Sherborn,3
"Littleton, MA",US,MA,Littleton,3
"Tewksbury, MA",US,MA,Tewksbury,3
"CapeCoral, FL",US,FL,CapeCoral,3
"Ambler, PA",US,PA,Ambler,3
"Columbus, NJ",US,NJ,Columbus,3
"Timonium, MD",US,MD,Timonium,3
"Brandon, MS",US,MS,Brandon,3
"Southaven, MS",US,MS,Southaven,3
"Inman, SC",US,SC,Inman,3
"Flossmoor, IL",US,IL,Flossmoor,3
"Chamblee, GA",US,GA,Chamblee,3
"Dedham, MA",US,MA,Dedham,3
"Harrison, NJ",US,NJ,Harrison,3
"Bryan, TX",US,TX,Bryan,3
"Venice, FL",US,FL,Venice,3
"Conway, SC",US,SC,Conway,3
"Kirtland, OH",US,OH,Kirtland,3
"Hagerstown, MD",US,MD,Hagerstown,3
"Portsmouth, RI",US,RI,Portsmouth,3
"Dorchester, MA",US,MA,Dorchester,3
"Adamsville, AL",US,AL,Adamsville,3
"Piscataway, NJ",US,NJ,Piscataway,3
"Brier, WA",US,WA,Brier,3
"Lakeside, CA",US,CA,Lakeside,3
"Alpine, NJ",US,NJ,Alpine,3
"Oxford, MS",US,MS,Oxford,3
"Groton, CT",US,CT,Groton,3
"CedarCity, UT",US,UT,CedarCity,3
"Amesbury, MA",US,MA,Amesbury,3
"Ravenna, OH",US,OH,Ravenna,3
"Granville, OH",US,OH,Granville,3
"Bristol, TN",US,TN,Bristol,3
"Papillion, NE",US,NE,Papillion,3
"Oakdale, MN",US,MN,Oakdale,3
"Newberry, FL",US,FL,Newberry,3
"Wheeling, IL",US,IL,Wheeling,3
"Canton, MA",US,MA,Canton,3
"Laveen, AZ",US,AZ,Laveen,3
"Rumford, RI",US,RI,Rumford,3
"Rockland, MA",US,MA,Rockland,3
"Woodbury, NJ",US,NJ,Woodbury,3
"DelMar, CA",US,CA,DelMar,3
"LakeVilla, IL",US,IL,LakeVilla,3
"Northport, NY",US,NY,Northport,3
"Hollis, NH",US,NH,Hollis,3
"PortHuron, MI",US,MI,PortHuron,3
"Washington, MI",US,MI,Washington,3
"Raymore, MO",US,MO,Raymore,3
"Orem, UT",US,UT,Orem,3
"Staunton, VA",US,VA,Staunton,3
"Commerce, CA",US,CA,Commerce,3
"Oakton, VA",US,VA,Oakton,3
"Shoreline, WA",US,WA,Shoreline,3
"Middletown, NJ",US,NJ,Middletown,3
"Pawtucket, RI",US,RI,Pawtucket,3
"Holladay, UT",US,UT,Holladay,3
"Wakefield, MA",US,MA,Wakefield,3
"Washington, UT",US,UT,Washington,3
"Hazleton, PA",US,PA,Hazleton,3
"Yulee, FL",US,FL,Yulee,3
"Darnestown, MD",US,MD,Darnestown,3
"Pelham, NH",US,NH,Pelham,3
"OregonCity, OR",US,OR,OregonCity,3
"Haslet, TX",US,TX,Haslet,3
"Muskegon, MI",US,MI,Muskegon,3
"SpringHill, FL",US,FL,SpringHill,3
"Crete, IL",US,IL,Crete,3
"RyeBrook, NY",US,NY,RyeBrook,3
"Champlain, NY",US,NY,Champlain,3
"HydePark, MA",US,MA,HydePark,3
"Sunnyside, NY",US,NY,Sunnyside,3
"LakeMary, FL",US,FL,LakeMary,3
"York, SC",US,SC,York,3
"Halfmoon, NY",US,NY,Halfmoon,3
"Bastrop, TX",US,TX,Bastrop,3
"LakeView, NY",US,NY,LakeView,3
"Belmont, NC",US,NC,Belmont,3
"Oldsmar, FL",US,FL,Oldsmar,3
"Teaneck, NJ",US,NJ,Teaneck,3
"Berryville, VA",US,VA,Berryville,3
"NewBern, NC",US,NC,NewBern,3
"Goshen, OH",US,OH,Goshen,3
"Claremore, OK",US,OK,Claremore,3
"Pepperell, MA",US,MA,Pepperell,3
"Tiburon, CA",US,CA,Tiburon,3
"Davenport, IA",US,IA,Davenport,3
"Salem, NH",US,NH,Salem,3
"RockyHill, CT",US,CT,RockyHill,3
"Fredonia, NY",US,NY,Fredonia,3
"Hudson, NH",US,NH,Hudson,3
"Bronxville, NY",US,NY,Bronxville,3
"Wendell, NC",US,NC,Wendell,3
"StJohns, FL",US,FL,StJohns,3
"Orange, CT",US,CT,Orange,3
"Fairborn, OH",US,OH,Fairborn,3
"Victoria, TX",US,TX,Victoria,3
"BellaVista, AR",US,AR,BellaVista,3
"Dearborn, MI",US,MI,Dearborn,3
"NewBedford, MA",US,MA,NewBedford,3
"UnionCity, CA",US,CA,UnionCity,3
"Dracut, MA",US,MA,Dracut,3
"NewWindsor, NY",US,NY,NewWindsor,3
"Gansevoort, NY",US,NY,Gansevoort,3
"Kirkwood, MO",US,MO,Kirkwood,3
"Arrington, TN",US,TN,Arrington,3
"RedLion, PA",US,PA,RedLion,3
"Hopkins, MN",US,MN,Hopkins,3
"Lebanon, TN",US,TN,Lebanon,3
"Lodi, CA",US,CA,Lodi,3
"Brainerd, MN",US,MN,Brainerd,3
"Bartlett, TN",US,TN,Bartlett,3
"Hamilton, NJ",US,NJ,Hamilton,3
"Buckeye, AZ",US,AZ,Buckeye,3
"Exeter, NH",US,NH,Exeter,3
"Burlington, MA",US,MA,Burlington,3
"Wantagh, NY",US,NY,Wantagh,3
"Gresham, OR",US,OR,Gresham,3
"Crystal, MN",US,MN,Crystal,3
"Easley, SC",US,SC,Easley,3
"Shawnee, KS",US,KS,Shawnee,3
"FairOaks, CA",US,CA,FairOaks,3
"Marlboro, NJ",US,NJ,Marlboro,3
"NewPaltz, NY",US,NY,NewPaltz,3
"Newcastle, WA",US,WA,Newcastle,3
"Hesperia, CA",US,CA,Hesperia,3
"Enfield, CT",US,CT,Enfield,3
"BelleMead, NJ",US,NJ,BelleMead,3
"Racine, WI",US,WI,Racine,3
"Burlington, NC",US,NC,Burlington,3
"ViewParkWindsorHills, CA",US,CA,ViewParkWindsorHills,2
"DiplomaticPostOffice, AE",US,AE,DiplomaticPostOffice,2
"NorthBrunswickTownship, NJ",US,NJ,NorthBrunswickTownship,2
"NorwoodYoungAmerica, MN",US,MN,NorwoodYoungAmerica,2
"RichmondHeights, MO",US,MO,RichmondHeights,2
"BossierCity, LA",US,LA,BossierCity,2
"FoxRiverGrove, IL",US,IL,FoxRiverGrove,2
"LaCrescenta, CA",US,CA,LaCrescenta,2
"MarcoIsland, FL",US,FL,MarcoIsland,2
"Gilbertsville, PA",US,PA,Gilbertsville,2
"HarkerHeights, TX",US,TX,HarkerHeights,2
