Address,"Country ",State,City,New customer records,Latitude,Longitude
"Maplewood, MO",US,MO,Maplewood,2,38.6113158,-90.3129966
"Eureka, CA",US,CA,Eureka,2,40.7890876,-124.1566305
"Wenatchee, WA",US,WA,Wenatchee,2,47.4211062,-120.307462
"Norwell, MA",US,MA,Norwell,2,42.1620458,-70.7855972
"Falmouth, MA",US,MA,Falmouth,2,41.6042391,-70.6348033
"Laplace, LA",US,LA,Laplace,2,30.0715993,-90.4663589
"Petersburg, VA",US,VA,Petersburg,2,37.2342888,-77.4025324
"Timnath, CO",US,CO,Timnath,2,40.515866,-104.9600345
"Antelope, CA",US,CA,Antelope,2,38.7058091,-121.3324905
"DePere, WI",US,WI,De Pere,2,44.4491489,-88.0596352
"HighBridge, NJ",US,NJ,High Bridge,2,40.6670454,-74.8957231
"Oneonta, NY",US,NY,Oneonta,2,42.4712015,-75.0630288
"Tallmadge, OH",US,OH,Tallmadge,2,41.1060832,-81.4126759
"SanDimas, CA",US,CA,San Dimas,2,34.1065404,-117.8069361
"Milford, PA",US,PA,Milford,2,40.4370404,-75.3988176
"Kingsville, TX",US,TX,Kingsville,2,27.5279817,-97.8836721
"Hartford, WI",US,WI,Hartford,2,43.3191487,-88.3753979
"Athens, OH",US,OH,Athens,2,39.3289242,-82.1012479
"Roseland, NJ",US,NJ,Roseland,2,40.815455,-74.3241285
"Stallings, NC",US,NC,Stallings,2,35.0907026,-80.6861799
"Denville, NJ",US,NJ,Denville,2,40.883806,-74.4809999
"Shrewsbury, MA",US,MA,Shrewsbury,2,42.2754098,-71.74665
"KingsPark, NY",US,NY,Kings Park,2,40.8890985,-73.2468430
"Fairfield, OH",US,OH,Fairfield,2,39.9184305,-82.4812908
"Rockledge, FL",US,FL,Rockledge,2,28.5356967,-81.3280917
"Fairmont, WV",US,WV,Fairmont,2,39.4853854,-80.1618783
"LakeOrion, MI",US,MI,Lake Orion,2,42.7844752,-83.2396612
"Draper, UT",US,UT,Draper,2,40.5155563,-111.9043945
"Warsaw, IN",US,IN,Warsaw,2,41.2775555,-85.8468112
"Halethorpe, MD",US,MD,Halethorpe,2,39.2370584,-76.6913061
"Fulshear, TX",US,TX,Fulshear,2,29.6976369,-95.8866749
"Topsham, ME",US,ME,Topsham,2,43.943347,-69.9355036
"Lowell, AR",US,AR,Lowell,2,36.2403898,-94.1647793
"Eldridge, IA",US,IA,Eldridge,2,41.6495537,-90.5850504
"Coupeville, WA",US,WA,Coupeville,2,48.220857,-122.6919308
"CrestView, FL",US,FL,Crest View,2,28.4971312,-81.7212250
"Riverdale, UT",US,UT,Riverdale,2,41.1923494,-111.9888216
"Picayune, MS",US,MS,Picayune,2,30.5246506,-89.6805281
"MountHolly, NJ",US,NJ,Mount Holly,2,39.9928898,-74.7876624
"Beachwood, OH",US,OH,Beachwood,2,41.498594,-81.493818
"Hollis, NY",US,NY,Hollis,2,40.7101715,-73.7666684
"Irmo, SC",US,SC,Irmo,2,34.085736,-81.18249
"Moscow, ID",US,ID,Moscow,2,46.731681,-116.9971772
"Bloomfield, CT",US,CT,Bloomfield,2,41.8279381,-72.7250787
"PerryHall, MD",US,MD,Perry Hall,2,39.4073054,-76.4796552
"Romeoville, IL",US,IL,Romeoville,2,41.637284,-88.0493045
"Hueytown, AL",US,AL,Hueytown,2,33.4612194,-86.9969384
"Dolton, IL",US,IL,Dolton,2,41.6289228,-87.6039071
"BonneyLake, WA",US,WA,Bonney Lake,2,47.1870191,-122.1702293
"Chesterton, IN",US,IN,Chesterton,2,41.5884466,-87.0644478
"Grottoes, VA",US,VA,Grottoes,2,38.2654294,-78.8184162
"Helena, MT",US,MT,Helena,2,46.6976695,-111.9339132
"Gulfport, MS",US,MS,Gulfport,2,30.3688997,-89.0951125
"Alhambra, CA",US,CA,Alhambra,2,34.0921802,-118.1283142
"Fresno, TX",US,TX,Fresno,2,29.5246846,-95.4537861
"Streamwood, IL",US,IL,Streamwood,2,42.0288755,-88.197668
"Huntertown, IN",US,IN,Huntertown,2,41.2224317,-85.1745521
"Brunswick, ME",US,ME,Brunswick,2,43.9055715,-69.9613328
"Mars, PA",US,PA,Mars,2,40.6926051,-80.0478859
"SweetGrass, MT",US,MT,Sweet Grass,2,48.9934506,-111.9722113
"Boxford, MA",US,MA,Boxford,2,42.6917592,-70.980054
"Brewer, ME",US,ME,Brewer,2,44.7832353,-68.7563346
"Alton, IL",US,IL,Alton,2,38.921259,-90.1571392
"Biddeford, ME",US,ME,Biddeford,2,43.4953414,-70.4721364
"Lavon, TX",US,TX,Lavon,2,33.02742,-96.43444
"Leominster, MA",US,MA,Leominster,2,42.5316778,-71.7782127
"Driftwood, TX",US,TX,Driftwood,2,30.1224055,-98.0307649
"Montreal, QC",CA,QC,Montreal,2,45.5031824,-73.5698065
"Derby, CT",US,CT,Derby,2,41.3203913,-73.0836549
"PicoRivera, CA",US,CA,Pico Rivera,2,33.9830688,-118.0967350
"Hartsdale, NY",US,NY,Hartsdale,2,41.0130865,-73.8089743
"Winnetka, CA",US,CA,Winnetka,2,34.2231172,-118.572235
"Atherton, CA",US,CA,Atherton,2,37.428269,-122.2232653
"Peabody, MA",US,MA,Peabody,2,42.5450241,-70.9746406
"Jamestown, NC",US,NC,Jamestown,2,35.9980457,-79.9338701
"Kingman, AZ",US,AZ,Kingman,2,35.1882406,-114.0525234
"MossPoint, MS",US,MS,Moss Point,2,30.4115881,-88.5344601
"Logan, UT",US,UT,Logan,2,41.7345309,-111.82797
"EastAurora, NY",US,NY,East Aurora,2,42.7689141,-78.6177611
"Dover, PA",US,PA,Dover,2,39.9992339,-76.857731
"DeerPark, NY",US,NY,Deer Park,2,40.7622495,-73.3228592
"Mendham, NJ",US,NJ,Mendham,2,40.7775675,-74.5912914
"Passaic, NJ",US,NJ,Passaic,2,40.8566936,-74.1286298
"Brentwood, MD",US,MD,Brentwood,2,38.9487113,-76.9609455
"Concord, MA",US,MA,Concord,2,42.4566408,-71.3575716
"Lillington, NC",US,NC,Lillington,2,35.4018554,-78.8128096
"Annandale, NJ",US,NJ,Annandale,2,40.6475975,-74.8862631
"Sharpsburg, GA",US,GA,Sharpsburg,2,33.3393689,-84.6545031
"WallaWalla, WA",US,WA,Walla Walla,2,46.0667277,-118.339345
"Fairfield, PA",US,PA,Fairfield,2,42.1659457,-79.9982438
"Pitman, NJ",US,NJ,Pitman,2,39.7413187,-75.1277204
"Brunswick, OH",US,OH,Brunswick,2,41.2432943,-81.8157937
"Mattoon, IL",US,IL,Mattoon,2,39.4831621,-88.3758581
"Sharon, MA",US,MA,Sharon,2,42.1246058,-71.1844084
"Whitehall, OH",US,OH,Whitehall,2,39.9601063,-82.8895078
"Marion, SC",US,SC,Marion,2,34.178216,-79.4006069
"LoneTree, CO",US,CO,Lone Tree,2,39.5364152,-104.9041528
"Stonington, CT",US,CT,Stonington,2,41.3333127,-71.9053109
"TuxedoPark, NY",US,NY,Tuxedo Park,2,41.1970240,-74.2103910
"Katonah, NY",US,NY,Katonah,2,41.2558715,-73.6847453
"BluePoint, NY",US,NY,Blue Point,2,40.7529055,-73.0330170
"Rome, GA",US,GA,Rome,2,34.2440859,-85.1669234
"Peoria, IL",US,IL,Peoria,2,40.6938609,-89.5891008
"Princeton, FL",US,FL,Princeton,2,25.5351305,-80.3983537
"Moorestown, NJ",US,NJ,Moorestown,2,39.9615945,-74.9611209
"Callahan, FL",US,FL,Callahan,2,30.5629276,-81.8368527
"OceanView, DE",US,DE,Ocean View,2,37.7096654,-122.4613178
"Minster, OH",US,OH,Minster,2,40.3951059,-84.3797314
"Palmyra, VA",US,VA,Palmyra,2,37.8647,-78.2615037
"TheColony, TX",US,TX,The Colony,2,33.0890094,-96.8863922
"Kearney, NE",US,NE,Kearney,2,40.6989871,-99.110445
"Conway, AR",US,AR,Conway,2,35.0941543,-92.4591794
"Commerce, GA",US,GA,Commerce,2,34.2051116,-83.459806
"Malverne, NY",US,NY,Malverne,2,40.6753106,-73.6691317
"OFallon, MO",US,MO,OFallon,2,38.8021215,-90.7472948
"Saugus, MA",US,MA,Saugus,2,42.4680193,-71.0078699
"Anacortes, WA",US,WA,Anacortes,2,48.4974928,-122.6617319
"Aledo, TX",US,TX,Aledo,2,32.6898164,-97.6031101
"Sunapee, NH",US,NH,Sunapee,2,43.3762497,-72.0519722
"Winslow, AZ",US,AZ,Winslow,2,35.0241984,-110.6973463
"Silverdale, WA",US,WA,Silverdale,2,47.6696734,-122.6859308
"Mokena, IL",US,IL,Mokena,2,41.5311218,-87.8864752
"Lafayette, IN",US,IN,Lafayette,2,40.4194174,-86.8961043
"Glenville, NY",US,NY,Glenville,2,41.0416045,-73.6794879
"Whitestown, IN",US,IN,Whitestown,2,39.9947826,-86.3461269
"Olivette, MO",US,MO,Olivette,2,38.6758581,-90.3722668
"ValleyGlen, CA",US,CA,Valley Glen,2,34.1826379,-118.4138666
"Northfield, MN",US,MN,Northfield,2,44.4465388,-93.1765792
"Wilton, NH",US,NH,Wilton,2,42.8453158,-71.7384689
"Ansonia, CT",US,CT,Ansonia,2,41.3441417,-73.0799255
"Kittery, ME",US,ME,Kittery,2,43.092815,-70.7420138
"Wasilla, AK",US,AK,Wasilla,2,61.5805158,-149.4405399
"Monroe, OH",US,OH,Monroe,2,39.7630934,-81.1162357
"Fulton, MD",US,MD,Fulton,2,39.1515301,-76.9155034
"Methuen, MA",US,MA,Methuen,2,42.7330258,-71.1709714
"Oswego, NY",US,NY,Oswego,2,43.4548063,-76.5094143
"Crestwood, KY",US,KY,Crestwood,2,38.3520432,-85.4858961
"Nogales, AZ",US,AZ,Nogales,2,31.3351071,-110.942208
"Bedford, TX",US,TX,Bedford,2,32.8417609,-97.1449261
"Lodi, NJ",US,NJ,Lodi,2,40.8867931,-74.0877052
"Allentown, PA",US,PA,Allentown,2,40.6511137,-75.4422336
"Kalispell, MT",US,MT,Kalispell,2,48.2575695,-114.3267509
"Dunedin, FL",US,FL,Dunedin,2,28.0003936,-82.770403
"Marshall, VA",US,VA,Marshall,2,38.867897,-77.846498
"Batavia, IL",US,IL,Batavia,2,41.8500284,-88.3125738
"Pineville, NC",US,NC,Pineville,2,35.0920376,-80.8715969
"Olyphant, PA",US,PA,Olyphant,2,41.4592134,-75.6057946
"BlueBell, PA",US,PA,Blue Bell,2,40.1478090,-75.2727810
"Watertown, NY",US,NY,Watertown,2,43.958107,-75.9113281
"Sumas, WA",US,WA,Sumas,2,48.9902907,-122.2738202
"Clovis, NM",US,NM,Clovis,2,34.4031784,-103.1653315
"Morrison, CO",US,CO,Morrison,2,39.6489226,-105.1941098
"Stafford, TX",US,TX,Stafford,2,29.6156906,-95.5518771
"Zimmerman, MN",US,MN,Zimmerman,2,45.4479332,-93.5829698
"Bellevue, NE",US,NE,Bellevue,2,46.86861,6.493198
"Enumclaw, WA",US,WA,Enumclaw,2,47.1900223,-122.0083049
"Rosemead, CA",US,CA,Rosemead,2,34.0853442,-118.0716196
"Lansing, IL",US,IL,Lansing,2,41.5609147,-87.5587156
"Holland, PA",US,PA,Holland,2,40.1961142,-74.9847768
"Hanover, MA",US,MA,Hanover,2,42.1306249,-70.869999
"Kaneohe, HI",US,HI,Kaneohe,2,21.4055,-157.7960716
"Madera, CA",US,CA,Madera,2,36.9622745,-120.0594685
"Ashland, VA",US,VA,Ashland,2,37.7596152,-77.4812266
"Ripon, CA",US,CA,Ripon,2,37.7418112,-121.1299752
"Waukegan, IL",US,IL,Waukegan,2,42.3605964,-87.8282737
"CaveCreek, AZ",US,AZ,Cave Creek,2,33.8333333,-111.9508330
"Laconia, NH",US,NH,Laconia,2,43.5290954,-71.4719333
"Woodstown, NJ",US,NJ,Woodstown,2,39.6512867,-75.3291382
"Dover, DE",US,DE,Dover,2,39.1176995,-75.4817239
"Johnstown, PA",US,PA,Johnstown,2,40.3299054,-78.9219708
"Waipahu, HI",US,HI,Waipahu,2,21.3639683,-157.9887889
"Glenshaw, PA",US,PA,Glenshaw,2,40.5325711,-79.9584454
"Mineola, NY",US,NY,Mineola,2,40.7404084,-73.6405732
"Paterson, NJ",US,NJ,Paterson,2,40.9151595,-74.1673176
"Chelsea, AL",US,AL,Chelsea,2,33.3348442,-86.6291485
"Dillsburg, PA",US,PA,Dillsburg,2,40.1067298,-77.0346058
"Yuma, AZ",US,AZ,Yuma,2,32.723268,-114.6179954
"Hurst, TX",US,TX,Hurst,2,32.8215814,-97.1940308
"Centerton, AR",US,AR,Centerton,2,36.350077,-94.2952088
"Glendale, WI",US,WI,Glendale,2,43.7827205,-90.3461204
"Belmont, MA",US,MA,Belmont,2,42.3959794,-71.1762516
"Moosup, CT",US,CT,Moosup,2,41.7127163,-71.8813847
"Manahawkin, NJ",US,NJ,Manahawkin,2,39.6963229,-74.259499
"BayPoint, CA",US,CA,Bay Point,2,38.0331145,-121.9793038
"Kenner, LA",US,LA,Kenner,2,29.9942002,-90.2643044
"PikeRoad, AL",US,AL,Pike Road,2,32.2843084,-86.1030169
"Norwood, NJ",US,NJ,Norwood,2,40.9978934,-73.958169
"Galveston, TX",US,TX,Galveston,2,29.3056996,-94.7933252
"Sylvania, OH",US,OH,Sylvania,2,41.7126493,-83.7114843
"ElSobrante, CA",US,CA,El Sobrante,2,37.9744635,-122.3057294
"Leesburg, FL",US,FL,Leesburg,2,28.8234556,-81.8085615
"Fenton, MO",US,MO,Fenton,2,38.5161052,-90.4520407
"Edgewater, NJ",US,NJ,Edgewater,2,40.8247374,-73.974051
"Anderson, IN",US,IN,Anderson,2,40.114554,-85.660719
"Grovetown, GA",US,GA,Grovetown,2,33.4980994,-82.2358769
"Ridgecrest, CA",US,CA,Ridgecrest,2,35.6412924,-117.6711497
"Nanuet, NY",US,NY,Nanuet,2,41.1004345,-74.0155138
"Topeka, KS",US,KS,Topeka,2,39.0514425,-95.6647525
"ForestHill, MD",US,MD,Forest Hill,2,39.5851063,-76.3877390
"Hammonton, NJ",US,NJ,Hammonton,2,39.6315664,-74.7994655
"NorthBend, WA",US,WA,North Bend,2,47.4957757,-121.7848890
"OakRidge, NC",US,NC,Oak Ridge,2,36.1736211,-79.9892172
"Uniontown, PA",US,PA,Uniontown,2,40.8062049,-76.5834287
"Flanders, NJ",US,NJ,Flanders,2,40.841775,-74.7179824
"ViewPark, CA",US,CA,View Park,2,34.2834089,-119.2537817
"Baytown, TX",US,TX,Baytown,2,29.8018034,-94.9042916
"Warrington, PA",US,PA,Warrington,2,40.2283574,-75.157906
"RiverEdge, NJ",US,NJ,River Edge,2,40.9287098,-74.0398622
"Carmel, NY",US,NY,Carmel,2,41.4093705,-73.6902407
"Washington, IL",US,IL,Washington,2,41.8832536,-87.6294868
"Streator, IL",US,IL,Streator,2,41.1160927,-88.8268157
"Irwin, PA",US,PA,Irwin,2,40.3271393,-79.7075024
"FortSmith, AR",US,AR,Fort Smith,2,35.3880338,-94.4265011
"HydePark, NY",US,NY,Hyde Park,2,41.7891119,-73.9253353
"Ovilla, TX",US,TX,Ovilla,2,32.5263,-96.88623
"Dixon, CA",US,CA,Dixon,2,38.4722935,-121.8232522
"Bordentown, NJ",US,NJ,Bordentown,2,40.1482344,-74.7162269
"Coraopolis, PA",US,PA,Coraopolis,2,40.5159219,-80.1520259
"GooseCreek, SC",US,SC,Goose Creek,2,32.9961038,-80.0387292
"Burlington, NJ",US,NJ,Burlington,2,40.0712218,-74.8648859
"Scotia, NY",US,NY,Scotia,2,42.8282802,-73.9592296
"Stoughton, MA",US,MA,Stoughton,2,42.1233685,-71.1028521
"Galena, OH",US,OH,Galena,2,40.2269571,-82.8830998
"Enid, OK",US,OK,Enid,2,36.3754314,-97.7871259
"Pocatello, ID",US,ID,Pocatello,2,42.9152142,-112.4064083
"Edgewater, MD",US,MD,Edgewater,2,38.9358105,-76.5530141
"Oakwood, GA",US,GA,Oakwood,2,34.229552,-83.8822028
"Gurnee, IL",US,IL,Gurnee,2,42.3892848,-87.9579099
"Berlin, NJ",US,NJ,Berlin,2,39.809686,-74.9441507
"Waterbury, VT",US,VT,Waterbury,2,44.3420365,-72.7515735
"Lomita, CA",US,CA,Lomita,2,32.7096611,-117.0280798
"Manalapan, NJ",US,NJ,Manalapan,2,40.2891857,-74.3363374
"Bellerose, NY",US,NY,Bellerose,2,40.726588,-73.7149698
"Kentfield, CA",US,CA,Kentfield,2,37.9458253,-122.5598368
"Rosedale, MD",US,MD,Rosedale,2,39.3297529,-76.5075429
"Elkhart, IN",US,IN,Elkhart,2,41.6819935,-85.9766671
"SantaPaula, CA",US,CA,Santa Paula,2,34.3541659,-119.0592705
"Minot, ND",US,ND,Minot,2,48.236088,-101.298749
"Lockport, NY",US,NY,Lockport,2,43.1530233,-78.6877841
"Griffith, IN",US,IN,Griffith,2,41.5205885,-87.3958755
"FloralPark, NY",US,NY,Floral Park,2,40.7246999,-73.7048024
"Menands, NY",US,NY,Menands,2,42.7007727,-73.7048623
"NorthOaks, MN",US,MN,North Oaks,2,45.1027440,-93.0791092
"Navarre, FL",US,FL,Navarre,2,30.3830802,-86.8556413
"Alachua, FL",US,FL,Alachua,2,29.7895372,-82.4875131
"Brookline, NH",US,NH,Brookline,2,42.736199,-71.6792384
"Wilmington, MA",US,MA,Wilmington,2,42.546846,-71.1744054
"Auburn, NH",US,NH,Auburn,2,43.0077123,-71.3453804
"Manhasset, NY",US,NY,Manhasset,2,40.786702,-73.6967338
"Waterford, CT",US,CT,Waterford,2,41.3461465,-72.1317679
"Lehighton, PA",US,PA,Lehighton,2,40.829388,-75.7145896
"Cheverly, MD",US,MD,Cheverly,2,38.9166306,-76.916656
"Brandywine, MD",US,MD,Brandywine,2,38.6934548,-76.8843081
"Grimes, IA",US,IA,Grimes,2,41.7059645,-93.7843175
"Clayton, NJ",US,NJ,Clayton,2,39.6562464,-75.0809682
"Mission, TX",US,TX,Mission,2,30.2612743,-95.8323303
"Wytheville, VA",US,VA,Wytheville,2,36.9514303,-81.0649949
"Granby, CT",US,CT,Granby,2,42.0142336,-72.8440387
"Aventura, FL",US,FL,Aventura,2,25.9584427,-80.147264
"ThunderBay, ON",CA,ON,Thunder Bay,2,42.8758046,-79.0517371
"Nixa, MO",US,MO,Nixa,2,37.0362806,-93.2570229
"Delmont, PA",US,PA,Delmont,2,40.4152995,-79.5721587
"Chesnee, SC",US,SC,Chesnee,2,35.1349133,-81.8611782
"Lumberton, NJ",US,NJ,Lumberton,2,39.9805979,-74.7846029
"Duxbury, MA",US,MA,Duxbury,2,42.0233327,-70.6831905
"Windsor, CA",US,CA,Windsor,2,38.5477187,-122.8170828
"NorthWales, PA",US,PA,North Wales,2,40.2109404,-75.2782317
"Wells, ME",US,ME,Wells,2,43.3207823,-70.6121802
"GlenHead, NY",US,NY,Glen Head,2,40.8433525,-73.6257512
"Parkton, MD",US,MD,Parkton,2,39.6329158,-76.6613163
"Burlington, IA",US,IA,Burlington,2,40.8057629,-91.1018086
"Chatsworth, NJ",US,NJ,Chatsworth,2,39.8193571,-74.544544
"Reidsville, NC",US,NC,Reidsville,2,36.3290595,-79.6759946
"Barrington, NH",US,NH,Barrington,2,43.2048045,-71.1045078
"Simsbury, CT",US,CT,Simsbury,2,41.876588,-72.808719
"Arverne, NY",US,NY,Arverne,2,40.5908144,-73.78373
"Pewaukee, WI",US,WI,Pewaukee,2,43.0718562,-88.2569689
"Geismar, LA",US,LA,Geismar,2,30.2077945,-91.0226791
"Oceanport, NJ",US,NJ,Oceanport,2,40.3184237,-74.024667
"Wanaque, NJ",US,NJ,Wanaque,2,41.0808929,-74.2844024
"Novi, MI",US,MI,Novi,2,42.462607,-83.4911626
"GlenRock, NJ",US,NJ,Glen Rock,2,40.9628758,-74.1329208
"SaintMarys, PA",US,PA,Saint Marys,2,41.4280432,-78.5611275
"Cotati, CA",US,CA,Cotati,2,38.3315952,-122.6915606
"Mansfield, MA",US,MA,Mansfield,2,42.0325128,-71.2201123
"Washington, PA",US,PA,Washington,2,40.17396,-80.2461714
"Chester, SC",US,SC,Chester,2,34.7048613,-81.2142561
"MountKisco, NY",US,NY,Mount Kisco,2,41.2042616,-73.7270761
"ParkForest, IL",US,IL,Park Forest,2,41.4825788,-87.6802344
"Morganton, NC",US,NC,Morganton,2,35.727619,-81.7025139
"DIberville, MS",US,MS,DIberville,2,32.4593359,-90.0534252
"SpringLake, MI",US,MI,Spring Lake,2,43.0769630,-86.1969970
"Melissa, TX",US,TX,Melissa,2,33.2875713,-96.5425193
"Magnolia, TX",US,TX,Magnolia,2,30.2290783,-95.6874977
"Canton, NY",US,NY,Canton,2,44.5956163,-75.1690942
"EastPeoria, IL",US,IL,East Peoria,2,40.6661490,-89.5800978
"Ferndale, WA",US,WA,Ferndale,2,48.8475792,-122.7068728
"Durham, NH",US,NH,Durham,2,43.1393544,-70.9360882
"Lynn, MA",US,MA,Lynn,2,42.4626973,-70.9459192
"Parsippany, NJ",US,NJ,Parsippany,2,40.8753933,-74.4320031
"Stuart, FL",US,FL,Stuart,2,27.200708,-80.2559023
"Millbrook, NY",US,NY,Millbrook,2,41.7822222,-73.6866667
"Wyoming, MI",US,MI,Wyoming,2,42.90952,-85.701152
"BayCity, MI",US,MI,Bay City,2,43.5962107,-83.8881711
"SpotsylvaniaCourthouse, VA",US,VA,Spotsylvania Courthouse,1,38.2000075,-77.5864719
"BradfordWestGwillimbury, ON",CA,ON,Bradford West Gwillimbury,1,44.1143279,-79.5647069
"LosRanchosdeAlbuquerque, NM",US,NM,Los Ranchosde Albuquerque,1,,
"SaintCyrilledeWendover, QC",CA,QC,Saint Cyrillede Wendover,1,,
"WestUniversityPlace, TX",US,TX,West University Place,1,29.7180075,-95.4338292
"WestRanchoDominguez, CA",US,CA,West Rancho Dominguez,1,33.8939048,-118.2706282
"WarrensvilleHeights, OH",US,OH,Warrensville Heights,1,41.4353500,-81.5148240
"PortJeffersonStation, NY",US,NY,Port Jefferson Station,1,40.9225875,-73.0657356
"DiplomaticPostOffice, AA",US,AA,Diplomatic Post Office,1,,
"NetherProvidenceTownship, PA",US,PA,Nether Providence Township,1,39.9004369,-75.3696244
"LaCrescentaMontrose, CA",US,CA,La Crescenta Montrose,1,34.2202725,-118.2399517
"HollomanAirForceBase, NM",US,NM,Holloman Air Force Base,1,33.0768310,-106.2190016
"Bernardsville, NJ",US,NJ,Bernardsville,1,40.7169142,-74.5711974
"WestNewbury, MA",US,MA,West Newbury,1,42.8014795,-70.9897780
"SatelliteBeach, FL",US,FL,Satellite Beach,1,28.1760051,-80.5904623
"Chambersburg, PA",US,PA,Chambersburg,1,39.9272294,-77.6537017
"PoplarBluff, MO",US,MO,Poplar Bluff,1,36.7563166,-90.3944869
"Sanbornville, NH",US,NH,Sanbornville,1,43.5424692,-71.0207062
"DauphinIsland, AL",US,AL,Dauphin Island,1,30.2542022,-88.1124817
"HighlandPark, MI",US,MI,Highland Park,1,42.4055981,-83.0965829
"ShenandoahJunction, WV",US,WV,Shenandoah Junction,1,39.3514130,-77.8386751
"Bartlesville, OK",US,OK,Bartlesville,1,36.7671135,-96.0091869
"Jeffersonville, VT",US,VT,Jeffersonville,1,44.6425125,-72.8346673
"MayfieldHeights, OH",US,OH,Mayfield Heights,1,41.5192189,-81.4578960
"ElDoradoSprings, MO",US,MO,El Dorado Springs,1,37.8769799,-94.0213303
"MonteSereno, CA",US,CA,Monte Sereno,1,37.2363330,-121.9924580
"GraniteCity, IL",US,IL,Granite City,1,38.7014389,-90.1487199
"NorthOlmsted, OH",US,OH,North Olmsted,1,41.4156025,-81.9234726
"PleasantPrairie, WI",US,WI,Pleasant Prairie,1,42.5269718,-87.8544568
"SaintMatthews, SC",US,SC,Saint Matthews,1,33.6648760,-80.7778681
"MerrittIsland, FL",US,FL,Merritt Island,1,28.2662775,-80.6636984
"Southborough, MA",US,MA,Southborough,1,42.2669505,-71.5249338
"MountClemens, MI",US,MI,Mount Clemens,1,42.5972563,-82.8779754
"EastChatham, NY",US,NY,East Chatham,1,42.4106396,-73.5245579
"KingstonSprings, TN",US,TN,Kingston Springs,1,36.1020038,-87.1150054
"MiddleVillage, NY",US,NY,Middle Village,1,40.7179844,-73.8788075
"Barnesville, GA",US,GA,Barnesville,1,33.0550997,-84.1559967
"WestSimsbury, CT",US,CT,West Simsbury,1,41.8758875,-72.8432753
"GreenwellSprings, LA",US,LA,Greenwell Springs,1,30.5796316,-90.9942696
"MenomoneeFalls, WI",US,WI,Menomonee Falls,1,43.1790768,-88.1170784
"Carmichaels, PA",US,PA,Carmichaels,1,39.8967425,-79.9786661
"IsleofPalms, SC",US,SC,Isleof Palms,1,,
"PlymouthMeeting, PA",US,PA,Plymouth Meeting,1,40.1143417,-75.2812534
"Gordonsville, TN",US,TN,Gordonsville,1,36.1733795,-85.9292532
"CapistranoBeach, CA",US,CA,Capistrano Beach,1,33.4587166,-117.6685700
"CottonwoodShores, TX",US,TX,Cottonwood Shores,1,30.5557453,-98.3239126
"CarmelbytheSea, CA",US,CA,Carmelbythe Sea,1,,
"Collinsville, IL",US,IL,Collinsville,1,38.6631497,-89.98079
"EastWilliston, NY",US,NY,East Williston,1,40.7584343,-73.6348509
"Timberville, VA",US,VA,Timberville,1,38.634745,-78.7750342
"NewBaltimore, MI",US,MI,New Baltimore,1,42.6811436,-82.7368616
"Shelbyville, TN",US,TN,Shelbyville,1,35.5597762,-86.4430049
"AransasPass, TX",US,TX,Aransas Pass,1,27.9096660,-97.1503865
"WesleyChapel, NC",US,NC,Wesley Chapel,1,35.0070935,-80.6745131
"StCatharines, ON",CA,ON,St Catharines,1,43.1579812,-79.2441003
"WestWillington, CT",US,CT,West Willington,1,41.8808664,-72.3038328
"HuntingtonWoods, MI",US,MI,Huntington Woods,1,42.4805913,-83.1668713
"BreezyPoint, NY",US,NY,Breezy Point,1,40.5561811,-73.9268569
"RanchoMirage, CA",US,CA,Rancho Mirage,1,33.7583005,-116.4347271
"Hillsborough, NJ",US,NJ,Hillsborough,1,40.495311,-74.656875
"Skaneateles, NY",US,NY,Skaneateles,1,42.947011,-76.4291017
"SpringBranch, TX",US,TX,Spring Branch,1,29.8899389,-98.4252957
"EatonRapids, MI",US,MI,Eaton Rapids,1,42.5137564,-84.6608821
"Porterfield, WI",US,WI,Porterfield,1,45.154425,-87.794551
"SouthSetauket, NY",US,NY,South Setauket,1,40.9137095,-73.1056641
"AtlanticBeach, NC",US,NC,Atlantic Beach,1,34.6990505,-76.7402108
"NorthAugusta, SC",US,SC,North Augusta,1,33.4943487,-81.9705909
"SouthRichmondHill, NY",US,NY,South Richmond Hill,1,40.6893650,-73.8273796
"Plattsmouth, NE",US,NE,Plattsmouth,1,41.0013302,-95.8660824
"HopewellJunction, NY",US,NY,Hopewell Junction,1,41.5810881,-73.8106688
"Summerfield, FL",US,FL,Summerfield,1,27.4275638,-82.4139739
"NorthPlainfield, NJ",US,NJ,North Plainfield,1,40.6208476,-74.4279801
"LaurelSprings, NJ",US,NJ,Laurel Springs,1,39.8201141,-75.0062788
"FenelonFalls, ON",CA,ON,Fenelon Falls,1,44.5370301,-78.7363805
"LakeArrowhead, CA",US,CA,Lake Arrowhead,1,34.2571781,-117.1909059
"GrandPortage, MN",US,MN,Grand Portage,1,47.9637760,-89.6848121
"LitchfieldPark, AZ",US,AZ,Litchfield Park,1,33.4933796,-112.3581240
"CastellodelaPlana, CS",ES,CS,Castellodela Plana,1,,
"GreatBarrington, MA",US,MA,Great Barrington,1,42.1939364,-73.3627730
"WestHenrietta, NY",US,NY,West Henrietta,1,43.0400626,-77.6616685
"PineGroveMills, PA",US,PA,Pine Grove Mills,1,40.7372300,-77.8704460
"WillowSprings, IL",US,IL,Willow Springs,1,41.7366004,-87.8693152
"WindsorHeights, IA",US,IA,Windsor Heights,1,41.6002144,-93.7087635
